
Unimodal function f(x)
_____________________________________________________________________
|             ||          |          ||              |              |
|  Iteration  || Tmax     |Tmin      || x            | F(x)         |
|_____________||__________|__________||______________|______________|
| 1           || 10000.000|0.100     || +2.341       | +12.188      |
| 1           || 10000.000|0.100     || +1.883       | +7.351       |
| 2           || 9500.000 |0.100     || +3.745       | +49.857      |
| 3           || 9025.000 |0.100     || +1.088       | +2.978       |
| 4           || 8573.750 |0.100     || +2.271       | +11.306      |
| 5           || 8145.063 |0.100     || -1.734       | +7.651       |
| 6           || 7737.809 |0.100     || +0.569       | +1.952       |
| 7           || 7350.919 |0.100     || +2.597       | +15.970      |
| 8           || 6983.373 |0.100     || -1.609       | +7.005       |
| 9           || 6634.204 |0.100     || -1.208       | +5.175       |
| 10          || 6302.494 |0.100     || -0.068       | +2.074       |
| 11          || 5987.369 |0.100     || +1.633       | +5.519       |
| 12          || 5688.001 |0.100     || -1.821       | +8.122       |
| 13          || 5403.601 |0.100     || +0.494       | +1.895       |
| 14          || 5133.421 |0.100     || +1.003       | +2.725       |
| 15          || 4876.750 |0.100     || +0.258       | +1.845       |
| 16          || 4632.912 |0.100     || -0.775       | +3.610       |
| 17          || 4401.267 |0.100     || +1.191       | +3.327       |
| 18          || 4181.203 |0.100     || +3.750       | +50.094      |
| 19          || 3972.143 |0.100     || -1.027       | +4.467       |
| 20          || 3773.536 |0.100     || -0.181       | +2.229       |
| 21          || 3584.859 |0.100     || +1.209       | +3.394       |
| 22          || 3405.616 |0.100     || +1.140       | +3.147       |
| 23          || 3235.335 |0.100     || +3.795       | +52.278      |
| 24          || 3073.569 |0.100     || +0.336       | +1.840       |
| 25          || 2919.890 |0.100     || +0.375       | +1.846       |
| 26          || 2773.896 |0.100     || -1.828       | +8.159       |
| 27          || 2635.201 |0.100     || -0.803       | +3.699       |
| 28          || 2503.441 |0.100     || +1.065       | +2.904       |
| 29          || 2378.269 |0.100     || -1.380       | +5.917       |
| 30          || 2259.355 |0.100     || -0.085       | +2.096       |
| 31          || 2146.388 |0.100     || +0.391       | +1.849       |
| 32          || 2039.068 |0.100     || +1.723       | +6.121       |
| 33          || 1937.115 |0.100     || +3.321       | +33.081      |
| 34          || 1840.259 |0.100     || -0.032       | +2.034       |
| 35          || 1748.246 |0.100     || -1.019       | +4.436       |
| 36          || 1660.834 |0.100     || +3.506       | +39.613      |
| 37          || 1577.792 |0.100     || +3.531       | +40.568      |
| 38          || 1498.903 |0.100     || +3.371       | +34.736      |
| 39          || 1423.957 |0.100     || +3.064       | +25.665      |
| 40          || 1352.760 |0.100     || +3.895       | +57.523      |
| 41          || 1285.122 |0.100     || -1.507       | +6.508       |
| 42          || 1220.865 |0.100     || +1.205       | +3.380       |
| 43          || 1159.822 |0.100     || +2.697       | +17.720      |
| 44          || 1101.831 |0.100     || +0.775       | +2.220       |
| 45          || 1046.740 |0.100     || +3.052       | +25.376      |
| 46          || 994.403  |0.100     || -1.780       | +7.899       |
| 47          || 944.682  |0.100     || -1.438       | +6.182       |
| 48          || 897.448  |0.100     || +3.619       | +44.154      |
| 49          || 852.576  |0.100     || +1.858       | +7.148       |
| 50          || 809.947  |0.100     || -1.794       | +7.974       |
| 51          || 769.450  |0.100     || +0.536       | +1.924       |
| 52          || 730.977  |0.100     || +1.951       | +7.940       |
| 53          || 694.428  |0.100     || -1.731       | +7.633       |
| 54          || 659.707  |0.100     || -1.051       | +4.557       |
| 55          || 626.722  |0.100     || +0.179       | +1.870       |
| 56          || 595.386  |0.100     || +2.770       | +19.100      |
| 57          || 565.616  |0.100     || +1.178       | +3.279       |
| 58          || 537.335  |0.100     || +2.723       | +18.197      |
| 59          || 510.469  |0.100     || +2.146       | +9.859       |
| 60          || 484.945  |0.100     || -0.391       | +2.611       |
| 61          || 460.698  |0.100     || +2.768       | +19.052      |
| 62          || 437.663  |0.100     || -0.577       | +3.048       |
| 63          || 415.780  |0.100     || -0.682       | +3.334       |
| 64          || 394.991  |0.100     || +2.223       | +10.730      |
| 65          || 375.241  |0.100     || +0.429       | +1.862       |
| 66          || 356.479  |0.100     || +2.175       | +10.178      |
| 67          || 338.655  |0.100     || +0.673       | +2.068       |
| 68          || 321.723  |0.100     || +1.539       | +4.951       |
| 69          || 305.636  |0.100     || +2.850       | +20.712      |
| 70          || 290.355  |0.100     || +0.809       | +2.282       |
| 71          || 275.837  |0.100     || -1.344       | +5.754       |
| 72          || 262.045  |0.100     || +2.910       | +22.001      |
| 73          || 248.943  |0.100     || +3.906       | +58.168      |
| 74          || 236.496  |0.100     || +1.386       | +4.148       |
| 75          || 224.671  |0.100     || +0.222       | +1.854       |
| 76          || 213.437  |0.100     || +1.322       | +3.856       |
| 77          || 202.765  |0.100     || +2.663       | +17.106      |
| 78          || 192.627  |0.100     || +0.963       | +2.620       |
| 79          || 182.996  |0.100     || +0.451       | +1.871       |
| 80          || 173.846  |0.100     || -0.961       | +4.227       |
| 81          || 165.154  |0.100     || +0.911       | +2.496       |
| 82          || 156.896  |0.100     || +0.451       | +1.871       |
| 83          || 149.051  |0.100     || -0.774       | +3.609       |
| 84          || 141.599  |0.100     || +1.731       | +6.181       |
| 85          || 134.519  |0.100     || +0.125       | +1.899       |
| 86          || 127.793  |0.100     || -0.671       | +3.303       |
| 87          || 121.403  |0.100     || -1.742       | +7.693       |
| 88          || 115.333  |0.100     || +0.554       | +1.939       |
| 89          || 109.566  |0.100     || +1.301       | +3.762       |
| 90          || 104.088  |0.100     || -1.352       | +5.792       |
| 91          || 98.884   |0.100     || +2.533       | +14.944      |
| 92          || 93.939   |0.100     || +1.074       | +2.933       |
| 93          || 89.242   |0.100     || +2.185       | +10.295      |
| 94          || 84.780   |0.100     || +0.943       | +2.570       |
| 95          || 80.541   |0.100     || +3.358       | +34.307      |
| 96          || 76.514   |0.100     || +0.480       | +1.887       |
| 97          || 72.689   |0.100     || +1.347       | +3.965       |
| 98          || 69.054   |0.100     || +0.632       | +2.017       |
| 99          || 65.601   |0.100     || +0.104       | +1.912       |
| 100         || 62.321   |0.100     || -1.787       | +7.935       |
| 101         || 59.205   |0.100     || +3.956       | +60.978      |
| 102         || 56.245   |0.100     || -0.438       | +2.713       |
| 103         || 53.433   |0.100     || -1.258       | +5.382       |
| 104         || 50.761   |0.100     || +1.755       | +6.352       |
| 105         || 48.223   |0.100     || -1.349       | +5.777       |
| 106         || 45.812   |0.100     || +0.987       | +2.683       |
| 107         || 43.521   |0.100     || +2.075       | +9.125       |
| 108         || 41.345   |0.100     || +3.967       | +61.633      |
| 109         || 39.278   |0.100     || -0.325       | +2.478       |
| 110         || 37.314   |0.100     || +2.702       | +17.810      |
| 111         || 35.448   |0.100     || +0.315       | +1.839       |
| 112         || 33.676   |0.100     || -0.506       | +2.871       |
| 113         || 31.992   |0.100     || +3.673       | +46.536      |
| 114         || 30.393   |0.100     || -1.151       | +4.943       |
| 115         || 28.873   |0.100     || -1.761       | +7.794       |
| 116         || 27.429   |0.100     || +0.952       | +2.593       |
| 117         || 26.058   |0.100     || -1.499       | +6.471       |
| 118         || 24.755   |0.100     || +2.312       | +11.822      |
| 119         || 23.517   |0.100     || +0.550       | +1.935       |
| 120         || 22.341   |0.100     || +2.923       | +22.296      |
| 121         || 21.224   |0.100     || -0.770       | +3.596       |
| 122         || 20.163   |0.100     || +3.746       | +49.900      |
| 123         || 19.155   |0.100     || +0.824       | +2.310       |
| 124         || 18.197   |0.100     || +3.566       | +41.973      |
| 125         || 17.287   |0.100     || +0.555       | +1.940       |
| 126         || 16.423   |0.100     || +2.906       | +21.916      |
| 127         || 15.602   |0.100     || -0.853       | +3.859       |
| 128         || 14.822   |0.100     || +1.083       | +2.960       |
| 129         || 14.081   |0.100     || +1.502       | +4.744       |
| 130         || 13.377   |0.100     || +1.029       | +2.800       |
